"GEOID","poverty_total","poverty_male","poverty_female","white","black","ai_an","asian","nh_opi","other","pct_male","pct_female"
"26041",12.7,5.9,6.8,93.7,0.3,2,0.4,0,7,49.8,50.2
"26043",11.5,4.8,6.8,95.7,0.6,0.9,0.7,0,3.8,50.2,49.8
"26045",10,4.4,5.6,86.4,6.8,0.6,2.3,0,6.6,49,51
"26047",9,3.8,5.3,92.4,0.7,2.9,0.6,0.1,6.4,49.4,50.6
"26049",18.7,8.4,10.3,74.8,19.9,0.3,1,0,7.4,48.2,51.8
"26051",16.7,7,9.7,97,0.3,0.5,0.5,0,3.2,50.4,49.6
"26053",15.6,7.5,8.2,91,3.9,2.6,0.5,0.1,3.7,53.2,46.8
"26055",9.4,4.6,4.8,94.8,0.9,1,0.6,0,5,49.3,50.7
"26057",14.4,6.5,7.9,91,5.7,0.6,0.4,0.1,4,53.6,46.4
"26059",15.6,7.4,8.2,96.6,0.7,0.4,0.4,0,3.5,49.9,50.1
"26061",18.7,11,7.7,93.2,0.8,0.4,2.8,0.1,4.9,54,46
"26063",12.9,5.5,7.4,97,0.5,0.2,0.6,0,3,49.6,50.4
"26065",18.3,8.5,9.8,74.3,11.7,0.4,6.8,0,12.1,48.7,51.3
"26067",11.1,4.9,6.2,91.7,4.6,0.2,0.4,0,5.4,53.3,46.7
"26069",15,7,7.9,95.6,0.7,1,0.8,0,3.5,49.8,50.2
"26071",12.7,5.2,7.5,95.8,0.5,1.7,0.6,0,2.6,49.7,50.3
"26073",23.6,10.9,12.8,88,2.7,3.2,1.8,0,7.8,48.6,51.4
"26075",12.9,5.5,7.4,87.3,7.8,0.4,0.8,0,6.8,51,49
"26077",14.5,6.8,7.7,80.8,11.1,0.2,2.4,0,10.3,48.9,51.1
"26079",16.5,8,8.6,95.9,1,0.9,0.5,0,3.2,50.9,49.1
"26081",11.5,5.2,6.4,79.6,9.6,0.4,3,0,11.6,49.3,50.7
"26083",10.6,4.1,6.5,97,0.9,0.4,0.2,0,3,51.6,48.4
"26085",20.4,9.8,10.6,86.9,7.9,0.9,0.2,0.1,7.4,51.1,48.9
"26087",9.9,4.2,5.7,95.6,1.3,0.3,0.6,0,3.8,50.9,49.1
"26089",6.1,3.3,2.7,92.9,0.5,3.1,0.6,0.1,4.6,49.5,50.5
"26091",10.8,4.5,6.2,93.1,2.5,0.5,0.3,0,6.4,50.5,49.5
"26093",5.2,2.2,2.9,96.3,0.6,0.3,0.9,0.1,3.3,50.2,49.8
"26095",14.1,7.2,6.9,79.6,6.8,6.5,0.5,0.1,12.7,59.3,40.7
"26097",16.2,7.3,8.9,74.4,3.4,16.1,0.7,0.2,10.4,51,49
"26099",10.5,4.6,5.9,81,11.7,0.3,4,0.1,5.4,48.7,51.3
"26101",10.8,5,5.8,91.2,2.9,1.8,0.4,0.1,7,51.9,48.1
"26103",14.7,6.6,8.1,93.2,1.7,0.8,0.9,0,6.4,50.4,49.6
"26105",14.8,6.5,8.4,94.8,0.9,1,0.6,0,4.9,49.5,50.5
"26107",19.7,9.2,10.6,92.9,3,0.6,0.9,0,4.9,50.4,49.6
"26109",12.5,5.8,6.7,94.3,0.3,2.3,0.4,0,5.3,50.7,49.3
"26111",10.3,4.9,5.4,93.2,1.4,0.4,2.3,0.1,4.7,49.2,50.8
"26113",14,5.8,8.3,96.2,0.6,0.5,0.2,0,4.4,50.9,49.1
"26115",11,4.8,6.2,94.2,2.4,0.2,0.6,0,4.6,49.3,50.7
"26117",13.7,6,7.7,94.6,2.2,0.5,0.4,0.1,4,51.4,48.6
"26119",16.3,7,9.3,96.6,0.2,1.2,0.2,0,3.4,50.4,49.6
"26121",14.8,6.6,8.2,80.8,13.6,0.8,0.6,0,7.8,49.7,50.3
"26123",16.4,7.2,9.2,93,1.2,0.9,0.4,0,6.3,50.2,49.8
"26125",8.1,3.5,4.6,75,13.6,0.3,7.5,0,6.4,48.9,51.1
"26127",14.8,7.3,7.5,94.6,1.1,1,0.2,0,4.9,50.7,49.3
"26129",16.7,7.8,8.9,96.5,0.3,1.1,0.7,0,2.8,50.4,49.6
"26131",13.5,6.5,7,96,0.5,0.8,0.4,0.1,4.3,51.3,48.7
"26133",17.6,8.2,9.4,96.1,1.1,0.7,0.3,0,3.3,50.7,49.3
"26135",16,8,8,96.8,0.5,0.7,0.1,0,3.4,50.9,49.1
"26137",13.5,6.2,7.2,95.7,0.7,0.3,0.6,0,5.3,49.6,50.4
"26139",8.2,3.4,4.8,89.6,1.5,0.3,2.7,0,8.6,49.4,50.6
"26141",12.9,5.8,7.1,96.6,0.6,0.5,0.6,0,3.3,49.8,50.2
"26143",16.5,7.6,8.9,96.5,0.2,0.7,0.3,0,4.5,49.8,50.2
"26145",17.4,7.5,9.9,75.2,18.6,0.3,1.2,0,7.9,48.5,51.5
"26147",12.5,5.1,7.4,93.5,2.2,0.2,0.6,0,6.2,49.7,50.3
"26149",14.6,6.6,8,92,2.2,0.3,0.5,0.1,8.1,49.9,50.1
"26151",14.9,6.3,8.6,96.6,0.5,0.3,0.3,0,3.8,49.7,50.3
"26153",16.4,7.6,8.8,86.5,0.4,7,0.4,0,11.3,48.8,51.2
"26155",10.1,4.3,5.8,96.6,0.7,0.3,0.3,0,4,49.4,50.6
"26157",13.9,6.2,7.8,96.1,1,0.3,0.3,0,4.3,50.3,49.7
"26159",14.7,6.7,8,86.2,3.3,1,0.7,0,12.9,49.8,50.2
"26161",13.2,6.4,6.9,73.6,11.9,0.4,9.1,0,9.2,49.6,50.4
"26163",22,10.1,12,53.1,38.7,0.3,3.4,0,6.9,48.2,51.8
"26165",14,6.8,7.2,95.7,0.7,0.5,0.5,0.1,4.7,49.9,50.1
"27001",12,5.5,6.5,94.8,0.5,2.1,0.3,0.1,4.3,50.8,49.2
"27003",5.8,2.5,3.4,83.6,6.2,0.7,4.5,0,8.3,50,50
"27005",10.8,4.9,6,87.6,0.5,7.4,0.6,0,7.3,49.8,50.2
"27007",17.9,8.4,9.5,72.9,1.6,20.2,0.7,0.1,9,49.9,50.1
"27009",10.1,4,6.1,91.3,4,0.2,1,0,6.2,50.2,49.8
"27011",9.8,3.9,6,97.6,0.1,0.3,0.1,0,3.7,49.8,50.2
"27013",16.7,7.6,9.1,90.7,3.9,0.3,2.2,0,5.4,50.1,49.9
"27015",6.6,3.2,3.5,95.5,0.7,0.3,0.7,0,3.6,50.1,49.9
"27017",10.8,6.2,4.6,89.4,1.9,5.1,0.6,0,6.1,52.3,47.7
"27019",4,1.6,2.4,92,1.8,0.2,2.8,0,5.6,49.7,50.3
"27021",13.4,6.2,7.1,84.5,0.4,11.8,0.6,0,5.1,51.1,48.9
"27023",9.2,3.5,5.6,90.1,0.9,2,0.9,1.1,5.8,49.5,50.5
"27025",5.8,2.5,3.3,95.3,1.3,0.5,1.1,0,3.3,52,48
"27027",11.6,5.3,6.2,90.6,3.7,1.8,1.3,0.1,4.6,49.4,50.6
"27029",14.3,7.1,7.1,85.8,0.2,8.3,0.5,0,10.2,51.2,48.8
"27031",12.5,5.6,6.8,86.2,0.1,8.8,0.9,0,6.5,49.5,50.5
"27033",10.7,5.3,5.5,89.4,0.9,0.1,4,0.2,6.8,50,50
"27035",10.6,4.2,6.4,95.8,0.8,0.9,0.4,0,3.9,49.8,50.2
"27037",6,2.7,3.3,82.1,6.3,0.3,4.8,0.1,10.2,49.3,50.7
"27039",5.1,2.4,2.7,94.7,0.3,0.4,0.9,0,5.1,50.3,49.7
"27041",7.5,3.4,4.1,96.9,0.4,0.3,0.3,0,3.6,50,50
"27043",11.2,4.9,6.3,96.7,0.3,0.3,0.4,0,3.7,50.1,49.9
"27045",10.5,5,5.5,97.6,0.5,0,0.5,0,2.4,50.3,49.7
"27047",10.8,4.5,6.3,91.6,1.1,0.5,2.6,0,6.2,49.7,50.3
"27049",9.1,4.2,5,94,1.3,0.8,0.8,0,5.1,49.7,50.3
"27051",9.5,3.3,6.2,96.8,0.3,0.3,0,0,4.8,50.6,49.4
"27053",10.3,4.7,5.5,72.1,13.3,0.7,7.1,0,10.5,49.4,50.6
"27055",7.8,2.7,5.1,96.9,1.3,0.2,0.4,0,2.1,50.2,49.8
"27057",11.7,5.1,6.6,93.4,0.6,2.2,0.7,0,5.1,50.6,49.4
"27059",7.2,3.1,4.1,95.1,0.5,0.3,1.5,0,4.5,50.7,49.3
"27061",11.9,5.5,6.4,92.8,0.5,3.7,0.4,0,5,50.6,49.4
"27063",7.7,4.2,3.5,94.5,0.4,0,2.1,0,4.7,51.1,48.9
"27065",9.8,5,4.8,95.9,0.2,0.5,0.6,0,5.4,50.6,49.4
"27067",10.3,4.9,5.4,88.3,5.3,0.3,1,0,6.8,50.3,49.7
"27069",10.8,3.8,7,96.3,1.5,0.5,0.7,0,2.1,50.3,49.7
"27071",13.3,5.8,7.5,93.6,0.6,3.1,0.4,0,3.7,49.8,50.2
"27073",8.1,3.1,5.1,96,0.9,0.2,0.8,0,3.1,50.1,49.9
"27075",8.5,4.3,4.2,96.9,0.6,0.9,0.1,0.2,2.5,51.4,48.6
"27077",10.6,4.1,6.5,93,0.1,1.3,0.1,0,11,53.3,46.7
"27079",8.5,3.6,4.8,95.5,0.8,0.2,0.4,0,4.5,50.1,49.9
"27081",10.5,4.5,6,97.5,0.4,0.6,0.2,0,2.5,50.4,49.6
"27083",13.5,5.8,7.7,86.2,3.5,0.4,4.3,0,7.5,49.8,50.2
"27085",8.4,3.4,5,95,0.6,0.2,0.6,0,4.9,50.1,49.9
"27087",22.8,10.9,11.9,46.8,0.5,39.9,0.3,0.2,24.4,50.7,49.3
"27089",6.8,3.1,3.7,96.8,0.4,0.4,0.4,0.1,3.3,50.5,49.5
"27091",13.5,5.6,7.9,96.3,0.5,0.2,0.5,0.1,3.9,50.1,49.9
"27093",6.6,3.1,3.5,97,0.4,0.1,0.3,0,3.4,51.1,48.9
"27095",12.1,5,7.1,90.2,0.5,5,0.7,0.1,6.8,50.3,49.7
"27097",10,4,6,96.3,0.6,0.2,0.4,0,3.8,50.4,49.6
"27099",13.3,6.4,6.8,86.8,3.9,0.1,3.7,0.6,6.9,50.4,49.6
"27101",7,2.9,4.1,96.5,0.4,0.3,1.6,0,2.4,50,50
"27103",9.2,4.6,4.6,92,2.8,0,1.7,0,6,50.1,49.9
"27105",13.3,5.3,8,77.8,4.3,0.7,6.9,0,12.9,51.8,48.2
"27107",8.6,3.7,4.9,93.3,1,2.2,0.4,0,5.6,50.9,49.1
"27109",8.3,3.6,4.8,83.7,6.2,0.4,5.8,0.1,6.6,48.9,51.1
"27111",9.2,4.1,5,94.9,1.5,0.5,0.6,0,4,50.4,49.6
"27113",10.8,4.5,6.4,94,1.1,1.6,1.2,0,4,49.7,50.3
"27115",10.4,5.2,5.2,91.4,2.3,2.4,0.6,0,6.2,53.4,46.6
"27117",11.5,4.8,6.7,92,1.3,1.9,0.2,0,7.5,48.8,51.2
"27119",11.4,5.3,6.1,91.7,2.2,1.7,1,0.1,5.6,50.9,49.1
"27121",7.1,3.6,3.4,96.5,0.4,0.3,0.6,0,3.5,50.6,49.4
"27123",13.6,6.2,7.4,66.3,12.1,0.6,14.4,0,10.7,48.8,51.2
"27125",10.4,5,5.3,95.2,0.5,1.7,0,0,4.8,50.8,49.2
"27127",9.9,5.1,4.8,88,0.8,5,2.7,0,5.3,50.5,49.5
"27129",9.7,4.4,5.3,89.4,0.4,1.5,0.7,0,9.5,50.9,49.1
"27131",8,3.4,4.6,85.6,5.7,0.4,2.1,0.1,8.4,51,49
"27133",8.8,3.7,5,96.4,0.9,0.3,1.1,0,2.2,48.9,51.1
"27135",7.9,4,4,92.5,1,1.8,2.7,0.1,3.6,51.5,48.5
"27137",13.5,6.5,7,92.1,1.6,1.8,1,0,6.5,50.1,49.9
"27139",5.4,2.1,3.3,84,4.3,0.5,6.1,0,8,49.8,50.2
"27141",6.3,2.6,3.7,92.4,2.5,0.6,1.3,0,5.3,51.1,48.9
"27143",7.9,3,4.8,95.3,1.1,0.3,0.7,0,3.4,50.9,49.1
"27145",12.3,5.7,6.7,87.8,6.4,0.2,2.1,0,5.5,50.3,49.7
"27147",8.8,3.8,5,90.5,3.2,0.4,1.5,0.1,5.5,49.6,50.4
"27149",12,4.9,7.1,90.4,2,1.7,2.4,0.2,4.5,50.1,49.9
"27151",12.3,4.8,7.5,94.5,2.2,0,0.3,0.6,3.1,50.1,49.9
"27153",11.7,5.6,6.1,94.3,0.7,0.5,0.6,0,5.3,51.4,48.6
"27155",9.6,4.3,5.4,90.7,0.5,5,0.2,0,6.3,49.7,50.3
"27157",7.7,3.9,3.7,96.5,0.6,0.3,0.5,0,3.3,50.4,49.6
"27159",14,6.9,7.1,95.1,0.6,1.1,0.4,0,5,49.4,50.6
"27161",9.2,3.8,5.4,92.9,2.4,0.7,0.6,0,5.1,48.1,51.9
"27163",4.2,1.7,2.5,85.4,4.6,0.4,5.8,0.1,6.8,49.5,50.5
"27165",13.2,5.5,7.7,85.8,0.9,0.1,1.2,0,13.1,50.2,49.8
"27167",9,3.2,5.7,98.3,0.4,0.3,0,0,1.9,51.6,48.4
"27169",12,5.6,6.4,93.6,1.3,0.4,2.6,0,3.8,49.5,50.5
"27171",4.6,2,2.6,94.1,1.4,0.3,1.1,0,4.9,50.5,49.5
"27173",11.5,5.2,6.3,92.6,0.7,2.5,0.6,0,5.6,50.8,49.2
"28001",29,13.4,15.5,40.9,56.3,0.3,0.6,0,3,51.6,48.4
"28003",14.7,6.5,8.2,84.4,12.1,0.2,0.3,0,4.7,49.1,50.9
"28005",26.4,11.3,15.1,57.4,41.9,0,0.2,0,0.8,48.4,51.6
"28007",26.2,10.2,16,53.8,42.3,0.1,0.2,0,5.5,47.3,52.7
"28009",20.1,8.4,11.6,61.4,34.2,0,0,0.2,7.4,49.1,50.9
"28011",33.3,13.6,19.6,33,64.2,0.1,0.9,0,2.3,47.1,52.9
"28013",21.1,8.9,12.3,65.2,27.4,0,0.2,0,9,47.7,52.3
"28015",16.6,6.9,9.8,64.5,34.7,0,0,0,1.4,50.5,49.5
"28017",20,8.7,11.3,50.3,44.3,0.1,0.2,0,6.6,48.2,51.8
"28019",19.3,9.9,9.4,67.8,31,0.4,0,0.1,1.2,50.2,49.8
"28021",37.6,16.1,21.5,11.3,87.2,0.1,1.1,0,0.5,46.9,53.1
"28023",19,7.3,11.7,63.6,35.5,0.1,0,0,1.5,46.8,53.2
"28025",25.2,10.4,14.7,38.8,60,0.5,0.3,0,0.8,46.6,53.4
"28027",33.9,14.3,19.6,20.9,77.6,0.2,0.5,0,1.6,46.2,53.8
"28029",23.2,9.2,14,45.1,51.6,0,0.4,0,4.3,47.7,52.3
"28031",23.8,10,13.8,62.6,36.6,0.2,0,0,1.2,48.8,51.2
"28033",9.1,3.9,5.2,66.7,27.3,0.2,1.4,0,6.5,48.2,51.8
"28035",24.7,10.8,14,59.4,37.2,0.2,0.8,0,4.6,47.5,52.5
"28037",14.9,5.5,9.4,63.4,36,0.2,0.1,0,0.8,47.8,52.2
"28039",16.8,7.4,9.4,88.9,8,0.5,0.4,0,3.4,50.3,49.7
"28041",13.2,6.1,7.1,73.4,25.9,0.2,0,0,0.8,59.8,40.2
"28043",20.7,9.4,11.3,54.9,43.4,0.7,0.2,0,1.5,47.6,52.4
"28045",18.4,9,9.4,87.5,8,0.6,0.6,0,6,48.9,51.1
"28047",19.6,8.3,11.2,67.9,24.9,0.6,2.8,0,6.6,49.1,50.9
"28049",20.5,8.7,11.8,25.3,72.6,0.1,0.8,0,1.6,46.6,53.4
"28051",40.6,18,22.6,15.5,84,0,0.1,0,0.5,47.8,52.2
"28053",36,15.6,20.4,20.8,76,0.3,0.1,0,2.8,47.8,52.2
"28055",28.1,16.3,11.8,37.8,61.6,0,0,0,0.6,61.8,38.2
"28057",12.9,6.2,6.7,91.1,7.3,0.4,0,0,2.1,50.4,49.6
"28059",16,7.4,8.6,70.8,21.3,0.4,2.4,0.1,7.5,49.4,50.6
"28061",22.2,10.9,11.3,44.7,54.3,0,0,0,1.4,48.7,51.3
"28063",35,14,21,13.3,85.8,0.2,0.6,0,0.3,48.9,51.1
"28065",24.5,11.4,13.1,37.9,61.3,0,0.1,0,1.1,47.8,52.2
"28067",21.2,8.7,12.5,68.6,29.4,0.2,0.3,0.1,2.4,48.8,51.2
"28069",25.9,9.6,16.4,34.5,61.7,3.7,0.1,0,0.2,50.9,49.1
"28071",20.1,10.6,9.6,71.4,23.6,0.2,2.1,0,3.7,48.2,51.8
"28073",18.1,8.6,9.5,76.4,20.1,0.1,1.3,0,3.8,47.7,52.3
"28075",19.9,7.8,12.1,54.2,43.7,0.2,0.7,0,1.9,48.7,51.3
"28077",18.6,8,10.7,65,32.5,0.2,0.2,0,3.1,48.8,51.2
"28079",25.6,12.7,12.9,51.2,41.9,5.7,0.5,0,1.2,51.5,48.5
"28081",14.4,6.1,8.3,66.9,29.5,0.3,1,0,3.5,47.7,52.3
"28083",35.1,13.8,21.3,24,74.2,0,0.6,0,1.5,46.6,53.4
"28085",20.7,8.6,12.1,67.5,31.9,0,0.5,0,0.2,47.4,52.6
"28087",19.8,8.1,11.8,53.4,43.8,0.1,1,0,2.9,47.6,52.4
"28089",9.5,3.6,5.8,57.2,38,0.2,2.6,0,2.8,47.8,52.2
"28091",24.8,10.8,14,65.3,32.6,0,0.5,0.1,1.7,48.4,51.6
"28093",17.6,7.1,10.5,49.5,47.8,0.1,0,0,3.6,49.3,50.7
"28095",17.2,7.2,9.9,68.1,31.2,0,0.1,0,1.1,47.7,52.3
"28097",26.7,9.1,17.6,52.9,44.2,0,0.3,0,4.7,46.5,53.5
"28099",25.2,11.1,14,60,20.9,16.7,0.5,0,3.4,47.7,52.3
"28101",24.8,10.3,14.5,61.4,30.5,5.3,0.5,0,3.4,47,53
"28103",31.8,13.5,18.3,27.3,72.2,0,0,0,1,46.7,53.3
"28105",27.3,12.8,14.5,57.4,37,0.1,3.3,0.1,3.8,50,50
"28107",20.1,9.8,10.3,48.7,48.6,0.2,0,0.1,4.7,48.2,51.8
"28109",16.6,6.9,9.7,83.8,12.8,0.6,0.2,0,4.8,49.5,50.5
"28111",18.8,7.3,11.5,79,19.8,0,0.1,0,2,48.7,51.3
"28113",32,13.6,18.4,43.8,54.3,0.5,0.3,0,1.8,47.4,52.6
"28115",16,6.6,9.4,77.7,16,0,0.1,0,7.5,48.4,51.6
"28117",20.9,8.6,12.3,83.6,10,0.1,2.2,0,7.8,48.1,51.9
"28119",34.7,14.1,20.6,27,72,0,0.2,0,1.4,46.8,53.2
"28121",8,3.2,4.8,75.6,20.8,0.2,1.2,0,3.6,48.2,51.8
"28123",25.2,12,13.2,57.2,38.1,0.4,0.3,0,4.7,49.6,50.4
"28125",26.7,12.3,14.4,25.1,74.6,0.1,0,0,0.2,46.2,53.8
"28127",19,8.3,10.6,61.8,36.6,0,0.6,0,2,48.3,51.7
"28129",18.8,8.3,10.5,75.8,23,0,0.5,0.2,0.9,48.9,51.1
"28131",19,8.8,10.2,78.2,18.3,0.2,0,0.1,6.2,50.3,49.7
"28133",26.5,10.8,15.7,25.2,73.9,0.1,0.1,0,1,53,47
"28135",26.2,11.3,14.9,35.4,53.7,0.2,1.4,0.1,9.7,55.5,44.5
"28137",16.8,7.1,9.7,66.5,29.9,0.1,0.1,0.1,5.8,48.1,51.9
"28139",19.6,7.7,11.9,77.4,16.7,0.1,0.3,0,7.2,48.3,51.7
"28141",19.5,8.7,10.8,96.1,2.7,0.2,0,0,2,49.1,50.9
"28143",23.2,9.4,13.8,19.1,78.5,0,1.4,0,1.7,46.6,53.4
"28145",14.9,5.1,9.9,79.1,15.5,0,0.4,0,6.7,49.2,50.8
"28147",23.7,9.4,14.3,52.9,46.3,0,0.1,0,0.8,49.8,50.2
"28149",20.4,8.2,12.2,48.3,49.4,0.3,0.7,0,2.3,47.7,52.3
"28151",33.4,14.3,19.1,25.6,72.2,0.1,0.6,0,2.1,46.7,53.3
"28153",20.3,9.8,10.5,57.4,41,0.1,0.1,0,2.2,49.4,50.6
"28155",21.9,10.6,11.3,78.8,20.4,0.2,0.3,0,0.3,48.7,51.3
"28157",30.1,13.6,16.5,27.9,71.1,0,0.1,0,1.6,54.9,45.1
"28159",22.5,8.5,14,50.5,46.9,1.3,0,0,2.3,48.6,51.4
"28161",18.1,8,10.1,59,39.7,0.1,0.2,0,1.7,48.4,51.6
"28163",26.3,11.6,14.7,36.9,59.6,0.3,0.4,0,4,58.2,41.8
"29001",21.4,10,11.4,91.6,2.7,0.1,2.5,0.2,5.3,48.6,51.4
"29003",7.8,3.2,4.6,95.3,1.4,0.3,0.3,0.7,3.8,49.9,50.1
"29005",11.9,4.8,7.1,97.6,0.5,0.8,0.5,0,1,49.7,50.3
"29007",13.8,6.1,7.7,88.9,5.7,0.4,0.1,0.1,9,46.1,53.9
"29009",20.7,8.9,11.8,92.1,0.2,0.7,1.4,0,8.9,49.9,50.1
"29011",20.1,9,11,92.9,0.3,2.5,0,0.1,8.2,49.3,50.7
"29013",11.7,4.7,7,95.4,1.5,0.6,0.3,0.2,3.3,49,51
"29015",17.5,8.7,8.8,96.1,0.3,1.5,0.1,0,4,49.8,50.2
"29017",15.1,5.5,9.6,97.1,0.4,0.9,0.4,0,2.6,49.6,50.4
"29019",17,7.9,9.1,81.2,9,0.3,4.4,0.1,8.9,48.6,51.4
"29021",16.4,7.3,9.1,87.3,5.2,0.5,1.1,0.5,9.4,50.5,49.5
"29023",23.2,10.1,13.1,90.4,5.5,0.6,0.8,0.1,5.2,48.9,51.1
"29025",15.3,7.2,8.1,95.7,0.6,0.7,0.4,0,4.9,50.7,49.3
"29027",9.7,4,5.6,92,4.4,0.5,0.8,0.3,3.7,51,49
"29029",14.5,6.6,7.9,96.3,0.8,0.6,0.3,0,3.4,49.3,50.7
"29031",15.7,7,8.7,87.8,7.4,0.1,1.7,0,5.6,48.4,51.6
"29033",14.3,7.9,6.4,95.6,1.9,0.2,0.5,0,3.4,49.4,50.6
"29035",13,5.7,7.3,97,0.1,1.6,0,0,2.6,49.3,50.7
"29037",8.9,3.7,5.2,91.2,4.1,0.6,0.8,0.1,5.7,48.9,51.1
"29039",15.5,7.6,8,96.2,0,0.3,0.2,0,5.9,50.1,49.9
"29041",13.5,6.7,6.8,95.4,2.6,0,0,0,4,49.7,50.3
"29043",9.8,4.5,5.4,95.3,0.8,0.5,0.6,0,5.2,48.9,51.1
"29045",14.6,7,7.6,97.3,0.3,0.3,1,0,2.2,50.7,49.3
"29047",8.1,3.5,4.6,85.1,6.1,0.5,2.2,0.2,9.8,49.1,50.9
"29049",8.6,3.7,4.9,95.7,1.5,0.4,0.7,0,3.5,49.5,50.5
"29051",9.7,4.2,5.5,84,11.7,0.4,1.6,0,4.4,50.4,49.6
"29053",11,5.4,5.5,88.8,5.8,0.5,0.5,0.2,8,52.5,47.5
"29055",18.2,8.1,10.1,96.7,0.4,0,0.2,0,4.8,49.4,50.6
"29057",20.9,10.5,10.4,95.5,0.4,0.9,0.8,0,4.5,50.8,49.2
"29059",13.2,5.6,7.6,96.2,0.1,1.4,0.5,0,3.2,48.8,51.2
"29061",14.2,6.2,8,97.1,0.6,0.6,0.2,0.1,2.7,50.3,49.7
"29063",8.9,3.5,5.5,85.9,9,0.8,0.6,0.3,6.8,62.7,37.3
"29065",22.1,9.4,12.6,95.2,0.5,0.7,0.3,0,6.1,50,50
"29067",20.1,10,10.1,98.3,0.2,0.5,0.1,0,1.2,50,50
"29069",25,11.3,13.7,84.6,10.2,0.2,0.6,0,6.5,47.9,52.1
"29071",10.3,4.4,5.9,96,0.7,0.2,0.5,0,4.6,49.9,50.1
"29073",8.8,4.3,4.5,97.2,0.5,0.5,0.3,0,2.7,50.2,49.8
"29075",14.5,6.6,7.8,97.4,0.6,0.3,0.5,0.1,2.2,48.4,51.6
"29077",15.7,7.1,8.7,89.9,3.3,0.5,2,0.1,7.3,48.6,51.4
"29079",16.8,7.2,9.6,96,0.3,0.6,0.6,0.1,4.7,49.1,50.9
"29081",16.2,7.3,8.9,96.3,0.5,0.7,0.2,0,3.6,49.6,50.4
"29083",20.7,9.5,11.2,95.4,1.3,0.4,0.5,0,4.6,49.3,50.7
"29085",17.1,7.4,9.7,96.2,0,1.6,0.3,0,3.6,49.2,50.8
"29087",9.8,4.6,5.2,96.8,1.1,1,0.7,0,1,49.3,50.7
"29089",13.2,7.1,6,91.6,5.9,0.9,0.4,0,2.2,50.7,49.3
"29091",21.9,9.7,12.2,96.2,0.2,1.2,0.7,0,3.3,48.8,51.2
"29093",21.5,11,10.6,95.6,1.1,0.7,0.3,0.1,4.6,49.2,50.8
"29095",14.4,6.2,8.2,67,23.3,0.4,1.8,0.3,10.5,48.4,51.6
"29097",16.8,7.7,9,90.4,1.9,1.5,1.1,0.1,8.6,48.8,51.2
"29099",9.5,4.1,5.3,96.1,0.9,0.3,0.8,0,3.7,49.6,50.4
"29101",13.2,6.1,7.1,89,4.3,0.4,1.7,0.3,8,51.2,48.8
"29103",18.4,7.1,11.4,96.4,0.5,0,0.6,0.1,4.5,50.1,49.9
"29105",14.8,6.5,8.3,95,0.6,1,0.4,0,5.8,49.1,50.9
"29107",12.3,5.4,6.9,93.8,2.2,0.3,0.5,0.2,4.9,49.9,50.1
"29109",16.5,7.2,9.3,94.8,0.5,0.8,0,0.2,5.6,49.5,50.5
"29111",17.2,7.6,9.5,93,4.2,0.8,0,0.2,3.7,50.7,49.3
"29113",10.9,4.6,6.3,94.9,1.9,0.3,0.3,0,4.6,49.7,50.3
"29115",15.2,6.3,8.9,96.9,0.5,0.3,0.4,0.1,3.7,48.6,51.4
"29117",14.9,5.9,8.9,93.5,2.6,0.6,0.6,0.1,4.7,44.6,55.4
"29119",18.3,9.1,9.2,87.1,1.8,2.9,1.5,2.2,7.2,51.2,48.8
"29121",12.6,5.9,6.6,94.4,2,0.7,0.6,0,4.5,50.2,49.8
"29123",13.9,4.7,9.2,96.9,0.8,0.2,0.6,0,3.1,48.8,51.2
"29125",16.8,8.3,8.5,96.7,0.3,1,1,0,1.9,50.5,49.5
"29127",16.4,6.8,9.5,91.6,3.7,0.4,0.6,0.1,6.7,48.4,51.6
"29129",9.9,4,6,97.4,0.5,0,0.5,0,2.6,49.9,50.1
"29131",16.6,7.1,9.5,96.7,0.2,1.2,0.5,0,2.6,49.5,50.5
"29133",22,10.4,11.6,73,24.9,0.9,0.1,0,2,54.7,45.3
"29135",11,5,5.9,96,2.7,0.4,0.1,0,1.4,53.1,46.9
"29137",13.2,6,7.2,94.5,3.4,0.6,0.5,0,1.9,50.7,49.3
"29139",15.7,7.1,8.6,94.8,1.5,0,0.3,0.1,5.7,49.8,50.2
"29141",22.8,10,12.8,95.9,0.9,0.4,0.9,0,3.7,49.1,50.9
"29143",21.7,8.9,12.8,81.5,15.4,0.4,0,0,5.5,47.8,52.2
"29145",13.3,6.1,7.2,90.3,0.9,2.4,1.4,1,7.1,49.5,50.5
"29147",19.1,9,10.1,93.7,2.8,0.2,1.4,0.1,3.3,49.7,50.3
"29149",23.4,11.5,11.9,95.4,0.2,1.6,0.5,0.1,4.2,49.5,50.5
"29151",7.2,4,3.3,99.1,0.2,0.1,0,0,0.9,51.7,48.3
"29153",29.2,13.6,15.5,96,0.1,1,0.5,0,4.9,48.8,51.2
"29155",26.9,11.3,15.6,69.5,27.5,0,0,0,4.7,46.9,53.1
"29157",7.3,3.5,3.8,97.1,0.6,0.5,1.2,0,1.2,49.5,50.5
"29159",16,7.7,8.4,91.4,3.5,0.1,0.7,0,6.4,49.7,50.3
"29161",19.2,10.2,9,90.5,2.4,0.8,3.6,0,5.1,52.4,47.6
"29163",13.2,5.3,8,89,7.3,0.3,0.3,0.1,5.2,54.8,45.2
