"GEOID","white","black","ai_an","asian","nh_opi","other"
"72105",85,7.5,0,0,0,13.9
"72107",80.8,3.5,0.2,0,0,21.2
"72109",13.9,84.5,0,0,0,1.7
"72111",71.4,3.7,0,0.2,0,25.2
"72113",77.5,5.8,0.1,0,0,25.9
"72115",86.5,4.2,0.1,0.2,0,9.8
"72117",85.9,0.4,0,0,0,23.3
"72119",51.9,13.3,0.2,0.3,0,36.5
"72121",70.4,2.1,0.2,0,0,29
"72123",57.4,38.4,0.1,0.2,0,4.5
"72125",57.4,1.5,0,0,0.1,41.4
"72127",65.3,13.3,0.4,0.4,0,25.9
"72129",62.7,31.6,0.1,0.1,0,9.3
"72131",65.4,3.6,0,0.3,0,32.4
"72133",58,37.3,0.2,0,0,5.5
"72135",82.7,7.2,0.1,0.4,0,13.3
"72137",72.4,11.4,0,0,0,21.3
"72139",79.4,10.1,0.1,0.1,0,14.9
"72141",52.8,1,0.1,0.2,0,47.8
"72143",71.4,10.6,0,0.1,0,20.3
"72145",83.2,5,0.1,0,0,12.7
"72147",54.7,7.5,0.1,0.2,0,38.5
"72149",56.7,3.5,0,0,0,68.1
"72151",18.6,78.9,0,0,0,3.6
"72153",75.1,3.8,0.4,0,0,21.5
