"GEOID","white","black","ai_an","asian","nh_opi","other"
"39099",79.7,15.1,0.3,0.9,0,7.2
"39101",89.6,5.7,0.3,0.6,0,7
"39103",95.3,1.5,0.1,1.1,0,3.4
"39105",97.1,1.1,0.1,0,0,3.2
"39107",97,0.8,0,0.6,0.6,1.7
"39109",93.7,2,0.1,1.2,0,5.6
"39111",98.2,0.4,0,0.5,0,1.9
"39113",72.7,20.4,0.2,2.2,0,8
"39115",92.5,4.9,0.1,0.2,0,4.6
"39117",96.4,0.9,0.1,0.1,0,4.6
"39119",91.8,3.2,0.3,0.4,0,8
"39121",92.6,5.6,0.2,0.1,0,2.3
"39123",95.4,1.2,0.3,0.2,0,4.3
"39125",95.4,0.8,0.1,0.2,0.1,5.4
"39127",97.2,0.4,0.3,0.1,0.1,3.6
"39129",93.2,3.6,0.3,0.6,0,4.2
"39131",95.5,1.7,0.5,0.1,0,4.3
"39133",90.6,4.1,0.1,1.8,0,5.9
"39135",96.9,0.5,0.1,0.4,0,3.8
"39137",94.3,0.4,0,0.2,0,6.4
"39139",86.7,8.9,0.1,0.8,0,6.5
"39141",90.4,5.3,0,0.5,0,7.1
"39143",91.2,3,0.3,0.4,0,8
"39145",94.1,2.9,0.3,0.4,0,4.1
"39147",93.7,3.1,0.2,0.6,0,4
"39149",94.1,2.6,0.3,1.2,0,3.5
"39151",87.7,7.5,0.1,0.9,0,6.8
"39153",78.6,14.5,0.2,3.4,0,6.3
"39155",88.5,8.2,0.1,0.5,0,5.1
"39157",96.6,0.7,0.2,0.4,0,4.1
"39159",91,2.6,0.3,4,0.1,3.4
"39161",96.3,1.3,0.2,0.3,0,3.2
"39163",97.2,0.3,0.1,0.2,0,4.6
"39165",88.4,3.4,0.1,5.8,0,4.2
"39167",95.8,1.3,0.5,0.6,0,3.3
"39169",94.5,1.4,0.2,1,0,4.6
"39171",94.9,1.1,0.3,0.6,0,5
"39173",91.9,2.6,0.2,1.7,0.1,6
"39175",97.1,0.2,0,0.8,0,3
"40001",42.1,0.2,44.1,0.8,0.2,22.6
"40003",85.3,3.1,1.9,0,0,16.5
"40005",72.7,3.6,10.4,0.7,0.1,24.6
"40007",80.6,0.6,1.4,0,0,19.7
"40009",84.5,4.2,2.3,0.3,0.1,12.8
"40011",79.6,4.2,7.5,0,0,14.3
"40013",73.9,1.8,14.5,0.6,0.1,16
"40015",63.7,2.3,22.8,0.3,0.2,18.5
"40017",81,2.8,4.1,3,0,15.3
"40019",74.6,6.5,7.8,1.2,0,18.5
"40021",50.9,1.4,33.5,0.7,0.3,24.2
"40023",62.8,11,15.6,0.1,0.2,19.5
"40025",98.2,0.2,0.4,0.3,0,1.2
"40027",77.7,4.7,4.2,4.5,0.1,16.2
"40029",70,0.2,10,0.4,0,36.9
"40031",62.6,16.8,5.2,2.6,0.4,22.3
"40033",80.1,2.3,9.7,0,0,14.6
"40035",65.5,3.1,21.8,0.8,0.1,16.5
"40037",79.1,2.1,11.6,0.4,0,12.7
"40039",80.2,3.1,3.7,1.2,0,19.6
"40041",65.3,0.5,22.2,1.2,0.1,20.3
"40043",89.1,0.2,4.8,0.1,0,11.7
"40045",92,0.2,2.3,0.7,0,8.8
"40047",82,2.4,2,0.9,3.5,14.6
"40049",83.2,2.3,5.5,0.3,0,16.8
"40051",85.8,2.4,4.9,0.5,0,12
"40053",90.5,0.9,1.7,0.2,0.1,11.3
"40055",78.7,6.5,3.4,0,0,18.9
"40057",64.8,9.4,0.4,0.7,0,31.9
"40059",92.4,0,0.4,0,0,9.1
"40061",72.3,0.9,9.6,0.7,0,31.9
"40063",67,5.7,21.6,0.1,0,10.8
"40065",71.8,6.8,1.7,1.3,0.1,25.3
"40067",84.8,1.4,5.8,0,0,12.7
"40069",71.8,1.9,7.1,0.1,0.2,36.8
"40071",77.9,2.1,9.1,0.4,0,17.9
"40073",85.2,1.3,3.1,0.4,0,13.6
"40075",79.7,3.4,4.8,0.6,0.1,18.3
"40077",66.4,1.1,21.2,0.9,0,20.7
"40079",75.5,1.9,11.3,0.7,0,19.2
"40081",84.9,1.9,7.3,0.3,0.1,10.7
"40083",83,8.2,3.6,0.4,0,9.3
"40085",83.5,2.6,5.5,0.8,0,12.9
"40087",84.6,1.2,6,0.3,0.1,14
"40089",63.7,7.9,13,0.8,1.1,24.5
"40091",69.8,2.7,16.1,0.1,0.1,22.2
"40093",89.2,0.4,3,0.9,0.1,9.7
"40095",70.2,1.7,7,0.2,0,30.2
"40097",66.5,0.5,17.9,0.4,0.4,28.1
"40099",75.9,1.6,10.8,0.6,0,21.3
"40101",57.8,10.6,18,0.7,0,22.6
"40103",82.9,0.3,7.7,0.1,0,17.5
"40105",67.9,2.5,15,0.1,0.2,27.2
"40107",63.5,7.4,14.7,0,0,28.4
"40109",68.5,15,2.9,3.4,0.1,16.6
"40111",64.7,8.2,14.2,0.4,0,24.3
"40113",64.8,11.2,12.8,0.4,0,20.5
"40115",67.6,1.1,18.1,0.7,0.7,21.5
"40117",78.5,1,11.4,0.4,0,17
"40119",80.6,4,4.2,4.3,0.1,13.1
"40121",72.9,2.9,6,0.3,0.2,34.7
"40123",68.7,2.5,12.7,0.8,0.1,29.1
"40125",75.9,3.5,14.7,0.7,0.1,9.9
"40127",73.4,0.8,14.3,0.4,0.1,21.8
"40129",88.1,0.2,6,0,0,9.1
"40131",74.6,1,12.7,1.4,0.1,19.2
"40133",68,4.8,20.3,0.6,0,12.1
"40135",64.2,1.9,19.9,0.8,0.1,24.8
"40137",82.4,1.8,5.3,0.5,0.1,15.1
"40139",63.4,2.5,1.3,3.3,0,33.7
"40141",65.4,7.6,2.7,0.2,0,31.7
"40143",70,10.1,5,3.4,0.1,19.3
"40145",75.3,3.5,8.8,1.5,0.1,20.1
"40147",76.9,2.7,10.5,2.2,0,14
"40149",89.4,1.3,1.6,0.1,0,12.7
"40151",88.5,3.1,1.6,1.2,0,10.8
"40153",89.5,1.3,1.7,0.3,0,11.5
"41001",92.7,0.9,1.2,0.7,0.4,6.2
"41003",84.7,1.1,0.7,7.2,0.2,10.5
"41005",87.5,0.9,0.8,4.3,0.3,10.3
"41007",91.9,0.8,0.4,1,0.3,10.2
"41009",92.7,0.5,0.9,1,0.2,8.8
"41011",88.4,0.5,2.1,1,0.1,13.7
"41013",93,0.5,1,0.3,0.4,7.6
"41015",90.9,0.4,1.5,0.5,0.1,12.9
"41017",93.2,0.6,0.6,1.1,0.2,7.3
"41019",92.4,0.4,1.1,1,0.1,9.4
"41021",91.9,0,3.9,0.8,0.7,4.8
"41023",94.7,0.1,1.3,0.8,0.2,5.1
"41025",91.6,0.5,1.5,0,0,12.7
"41027",89.1,0.6,0.7,1.7,0,11.7
"41029",91.3,0.7,1.3,1.3,0.3,8.7
"41031",70.8,0.8,17.4,0.6,0.1,14.4
"41033",92.4,0.5,1.2,1,0.1,8.5
"41035",87,0.7,4.3,1,0.1,11.3
"41037",91.8,0.3,2.5,1.1,0,7.8
"41039",86.5,1.1,1.1,2.7,0.3,13.7
"41041",88.2,0.6,2.8,1.2,0.2,11.6
"41043",89.6,0.5,1,1.1,0.1,12.4
"41045",89.7,1.1,1.3,1.4,0.1,9.3
"41047",81.3,1.2,0.9,2.1,0.9,20.3
"41049",89.6,0.3,1.4,0.6,0.5,10.6
"41051",77.9,5.5,0.9,7.4,0.6,13
"41053",88.1,0.8,2,1.9,0.5,10.4
"41055",91.6,0.2,0.7,0.1,1.4,11.1
"41057",93.1,0.4,0.9,0.7,0.5,8
"41059",85.8,1,3.2,1,0.3,12.8
"41061",91.7,0.8,1.2,1.1,1.5,6.7
"41063",94.9,0.2,1.1,0.3,0.1,5.9
"41065",88.1,0.3,3.1,0.9,0.6,10.1
"41067",75.9,2,0.6,10.6,0.4,15.9
"41069",93.2,0,0.8,0.3,0.1,9.2
"41071",87.5,0.8,1.2,1.5,0.3,12.8
"42001",92.7,1.4,0.1,0.7,0,7.3
"42003",79.9,12.9,0.1,3.7,0,6.3
"42005",97.7,0.8,0,0.3,0,2.4
"42007",90.4,5.8,0.1,0.5,0.1,6
"42009",97.6,0.6,0.1,0.4,0,2.2
"42011",82.4,5.4,0.6,1.4,0,14.8
"42013",95.5,1.7,0.1,0.6,0,3.7
"42015",96.7,0.6,0,0.7,0.2,3.1
"42017",87.6,4,0.2,4.8,0,5.3
"42019",95.8,1,0,1.2,0,3.6
"42021",93.5,3.5,0,0.4,0,4.6
"42023",96.5,0.1,0,0.8,0,4.8
"42025",95.7,2.3,0.2,0.6,0,2
"42027",87.6,3.8,0.1,6.1,0,4.2
"42029",84.8,5.9,0.1,5.5,0,6.1
"42031",96.4,1.4,0.1,0.6,0.1,2.9
"42033",94.7,2.9,0.2,0.5,0,3.2
"42035",96.2,1.8,0.3,0.8,0,1.6
"42037",95.1,1.8,0.1,1.1,0,2.9
"42039",95.5,1.6,0,0.6,0,4.2
"42041",87.7,4,0.1,4.3,0,6.6
"42043",70.1,19.5,0.3,4.4,0,8.8
"42045",68.7,21.6,0.2,5.7,0,6.4
"42047",97.8,0.9,0.1,0.5,0.1,1.1
"42049",86.5,7.2,0.3,1.7,0,7.6
"42051",92.5,4.2,0,0.4,0.1,5.3
"42053",69.7,25.9,0.1,0.1,0,6.9
"42055",92.4,3.7,0.3,0.8,0,4.8
"42057",96.6,1.5,0.3,0.3,0,2.4
"42059",94,3.1,0,0.4,0,4.6
"42061",91.5,5.6,0.2,0.6,0,3.7
"42063",94.7,2.3,0.1,1,0,3.6
"42065",97.8,0.5,0.1,0.3,0,2.3
"42067",97,1.1,0,0.4,0,2.3
"42069",91.1,2.8,0.1,2.8,0,5.4
"42071",88.5,4.2,0.2,2.2,0,7.5
"42073",93.1,3.6,0.1,0.5,0,5.1
"42075",86.6,2.5,0.1,1.4,0,11.5
"42077",79.3,7.4,0.3,3.3,0,13.2
"42079",87.6,5.1,0.2,1.2,0.1,7.9
"42081",92.1,5,0.2,0.7,0,3.8
"42083",94.5,2.5,0.2,0.5,0.1,3.7
"42085",91.3,5.7,0.1,0.7,0,4.1
"42087",96.9,0.5,0.2,0.3,0.1,3.5
"42089",76.3,14.7,0.3,2.4,0,9.3
"42091",79.1,9.2,0.1,7.6,0,6.6
"42093",93.9,1.8,0.1,3.5,0,1.5
"42095",85.6,5.7,0.2,2.8,0,9.2
"42097",94.6,2.7,0.4,0.4,0,3.2
"42099",96.9,1,0.2,0.4,0,2.8
"42101",40.7,42.1,0.4,7.2,0,12.6
"42103",88.5,6.4,0.1,1.2,0.1,6.2
"42105",97.3,0.4,0.2,0.4,0,3.3
"42107",93.7,3.2,0.2,0.5,0,3.8
"42109",96.4,1,0.1,0.7,0,3
"42111",95.2,2.6,0.1,0.3,0,3.2
"42113",95.6,2.4,0.1,0.1,0,2.5
"42115",97.5,0.7,0,0.4,0,2.5
"42117",96.9,0.7,0.1,0.6,0,3.1
"42119",86.9,6.4,0.5,1.7,0,6.7
"42121",96.6,0.8,0,0.4,0,4.1
"42123",97.7,0.5,0.1,0.5,0,2.3
"42125",93.6,3.1,0.1,1,0,4.2
"42127",93.7,3.2,0.2,0.6,0,4.1
"42129",94.7,2.4,0.1,0.9,0,3.7
"42131",97.1,1.1,0.1,0.2,0,2.9
"42133",88.4,5.9,0.2,1.5,0.1,6.4
"44001",94.2,1.3,0.1,2.1,0,4.2
"44003",91.3,1.9,0.3,2.7,0,6
"44005",89.9,4,0.5,2,0.2,5.9
"44007",72.9,9.9,0.5,4.2,0.1,16.6
"44009",92.9,1.4,0.7,1.9,0.1,5
"45001",69.9,27.6,0.1,0.3,0,4
"45003",70.7,25,0.3,0.9,0,5.5
"45005",23.4,73.8,0.3,0.2,0,2.9
"45007",79.8,15.7,0.2,0.9,0,5.7
"45009",36.4,61.1,0.4,0.3,0,2.2
"45011",50.9,45.8,0.2,0.2,0.1,3.8
"45013",74.7,17.7,0.3,1.3,0.1,8.2
"45015",66.6,24,0.4,2.2,0.1,10.1
"45017",55.7,40.9,0.8,0,0.4,2.7
"45019",68.3,26.7,0.2,1.5,0.1,5.4
"45021",75.5,20.1,0.2,0.6,0,6
"45023",60.4,37.1,0.5,0.2,0,3.7
"45025",63,32,0.3,0.5,0.1,6.9
"45027",49.3,47.5,0.1,0.6,0,3.8
"45029",57.3,38.3,0.8,0.1,0,4.4
"45031",56.6,41.1,0.2,0.4,0,3.2
"45033",46.7,48.9,2.1,0.1,0,4.4
"45035",67.5,25.1,0.4,1.8,0.1,8.4
"45037",60,35.3,0.4,0.3,0,5.7
"45039",39.1,58.6,0.2,0.2,0,3.8
"45041",53.6,42.7,0.3,1.3,0.1,3.4
"45043",64.8,30.9,0.1,0.5,0,5.1
"45045",73.5,17.7,0.5,2.5,0.3,8.1
"45047",64.3,31.7,0.1,1,0,4.8
"45049",42.1,53.4,0.1,0.3,0,5.3
"45051",81.1,13.3,0.5,1.4,0,5.3
"45053",52.4,41.6,0.2,0.4,0,7.5
"45055",71.2,23.6,0.2,0.2,0.1,7.6
"45057",74.3,21,0.1,1.3,0,5.8
"45059",70.1,24.1,0.1,0.5,0.1,8.1
"45061",32.9,64.3,0,0,0,3.9
"45063",79.1,14.8,0.3,1.9,0.1,6.2
"45065",51.5,44.8,0.2,0.2,0,6
"45067",39.7,56.7,0.6,0.7,0,3.3
"45069",41.5,50.5,3,0.4,0,8.7
"45071",63.2,31.1,0.3,0.2,0,6
"45073",87.8,6.9,0.6,0.7,0,6.6
"45075",34.8,61.7,0.4,0.7,0.1,4.5
"45077",88.3,6.8,0.2,2,0,4.3
"45079",44.9,46.9,0.2,2.9,0.1,8.1
"45081",65.9,25.1,0.3,0,0,10
"45083",73.2,20.4,0.1,2.4,0,6.1
"45085",47.2,46.7,0.3,1.4,0.1,7.4
"45087",65.5,30.7,0.1,0,0,7
"45089",31.8,64.5,0.5,0.7,0,3.3
"45091",74.2,19.2,0.8,2.1,0,5.6
"46003",92.2,1.7,2.3,0,0,5.2
"46005",80.7,1.2,1.4,9.1,0.4,8.2
"46007",33.6,0.1,60.3,0.4,0,10.9
"46009",88.5,1.5,7.2,0.4,0,4.3
"46011",92.4,1.4,1.1,3.1,0,3.4
"46013",89.3,2.4,3.5,3.1,0,3.1
"46015",86.4,0.5,10.9,0.3,0,3.9
"46017",13.9,0.1,84.9,0,0,2
"46019",93.7,0.7,3.3,0.1,0,4.1
"46021",98.3,0,1.1,0.1,0,1
"46023",63.2,0.1,31.3,0.1,0.1,10.2
"46025",95.1,0.2,0.2,0.5,0,6.4
"46027",88.5,1.9,3,2.9,0,5.9
"46029",94.3,0.8,2.5,0.5,0,3.8
"46031",29,0.3,69.1,0,0,3.1
"46033",93.3,0.3,4,0.3,0,4
"46035",92.6,1.4,2,0.7,0,5.3
"46037",86.9,0.1,10.5,0.1,0,4.4
"46039",99.2,0,0.2,0,0,1.1
"46041",19.9,0.1,78.9,0.1,0.2,1.6
"46043",95,0,2.1,0,0,5.8
"46045",97.7,0.2,0.9,0.1,0,1.7
"46047",87,0,6.5,1.6,0,9
"46049",96.4,0,3,0,0,1
"46051",93.6,0.5,1,0.1,0,6
"46053",88.1,0,6.7,1.8,0,6.3
"46055",89.8,0,7.5,0,0,5.2
"46057",96.7,0.4,0,0.4,0,3.9
"46059",98.1,0.1,0,0.6,0,2.4
"46061",99.5,0,0,0,0,1
"46063",93.3,2.1,2.5,0,0,3.5
"46065",84.1,0.1,12.3,0,0,6.1
"46067",96.5,0,1.5,0.3,0,3.3
"46069",88.4,2.4,6.4,0,0,5.2
"46071",39,0.3,57.9,0.4,0,4.7
"46073",96,0,2,0,0,2.5
"46075",92.9,1.1,5.9,0,0,0
"46077",97.9,0,0.2,0.2,0,2.4
"46079",93.8,0.4,1.4,1.6,0.1,5.1
"46081",93.1,0.9,2.3,1,0.1,4.8
"46083",94.5,1.3,0.4,1.1,0,4.9
"46085",56.3,0.1,41.6,0.6,0.1,2.4
"46087",96,0.7,0.6,0,0,4.1
"46089",96.3,2.1,0.3,0.8,0,0.8
"46091",87.1,0.6,7.6,0,0,6.1
"46093",90.7,1.9,2.7,1.2,0.1,6.1
"46095",38.7,0.1,58.9,0,0,4.4
"46097",96.3,0.3,0.6,0.4,0,4.2
"46099",85.8,5.7,2.1,2.1,0,7.4
"46101",79.6,0.5,12.2,2.1,0,10.8
"46102",5.1,0.1,93.3,0,0,2.7
"46103",82.9,1.2,8.9,1.3,0.2,10.6
"46105",95,0,3.7,0,0,2.3
"46107",91.5,0,2.5,1.8,0,7.7
"46109",57.7,0.6,38.5,0.1,0,5.3
"46111",96.3,0,0.8,0.5,0,3.4
"46115",96.6,0.2,1.7,0,0.2,2.3
"46117",91,0,5.4,0,1.2,4.8
"46119",96,0,1.4,0,0,5.2
"46121",8.3,0.1,87.8,1.9,0,3.8
"46123",81.1,0,10.9,0.8,0,14.4
"46125",97.5,0.5,0.5,0.3,0,2.4
"46127",93.7,0.8,1.3,1.3,0,5
"46129",80.1,5,10.9,0,0,7.3
"46135",92.4,1.6,3.3,0.2,0.1,4.7
"46137",23.5,0,75.1,0.6,0,1.3
"47001",90.9,3.5,0.6,1.3,0.1,6.3
"47003",85.2,8.1,0.2,0.2,0,8.4
"47005",94.9,3,0.4,0.2,0,3
"47007",89.9,3.3,2.1,0.1,0,8.6
"47009",93.9,2.7,0.2,0.8,0.1,4.3
"47011",89.8,5.1,0.1,1.2,0,5.6
"47013",97.3,0.3,0.2,0.4,0,3.2
"47015",95.9,1.9,0.3,0,0,3.5
"47017",86.8,10.3,0.2,0.4,0.1,4.1
"47019",96.3,1.7,0.4,0.5,0,1.8
"47021",94.6,1.6,0.4,0.5,0,4.7
"47023",86.1,8.9,0,0.5,0,7
"47025",96.4,1,0.2,0.8,0.2,2.9
"47027",94.8,2.4,0,0.1,0,3.6
"47029",94.8,1.9,0.9,0.2,0.1,4.3
"47031",90.4,3.9,0,1.1,0,6.6
"47033",79.5,13,0.1,0.3,0,9.3
"47035",96.5,1,0.6,0.4,0,2.7
"47037",64,27.1,0.2,3.6,0.1,7.5
"47039",92.2,4.4,0,0,0,6.4
"47041",93.6,1.8,0.3,0.3,0.1,5.5
"47043",92.6,4.2,0.5,0.5,0,4.1
"47045",81.8,12.9,0.6,0.8,0.1,6.6
"47047",69.5,27.4,0.9,0.7,0,2.4
"47049",97.3,0.3,0.4,0.5,0,2.5
"47051",90.4,4.8,0,0.4,0.1,7.6
"47053",78.2,17.1,0.4,0.3,0.1,7.1
"47055",86.1,9.8,0.3,0.2,0,6.2
"47057",97.3,0.5,0.3,0.3,0,3.4
"47059",94.6,2.2,0.3,0.4,0.1,4.3
"47061",88.1,0.7,1,0.2,0,19.9
"47063",88.4,4.6,0.3,0.9,0.3,7.8
"47065",75.3,19.1,0.2,2.1,0,5.4
"47067",98.3,0.5,0,0.6,0,1.1
"47069",55.1,41.9,0.3,0.7,0,3.3
"47071",94.3,3.9,0.2,0.5,0,2.2
"47073",96,1.3,0.2,0.5,0.1,3.4
"47075",46.8,50.8,0,0,0,3.4
"47077",89.7,7.8,0,0.1,0.1,4.5
"47079",89.1,8.2,0.3,0.4,0,3.6
"47081",92.3,5.2,0.6,0.4,0,3
"47083",92.4,5.4,0.7,0.2,0.2,2.2
"47085",93.7,2.3,0.8,0.7,0,4.8
"47087",95.7,0.3,0.2,0,0,5.9
"47089",95.4,1.7,0.1,0.6,0,3.9
"47091",94,3.5,0.5,0.5,0,2.8
"47093",85.5,8.7,0.3,2.2,0,5.5
"47095",67.5,28.5,0.1,0.2,0,5.7
"47097",62.9,33.7,0.8,0.3,0,4.2
"47099",95.2,1.7,0.3,0.5,0.2,3.7
"47101",95.1,1.8,0,1.4,0,2.9
"47103",89.7,7.2,0.2,0.6,0,4.6
"47105",93.9,1,0.2,0.7,0,6.1
"47107",92.5,3.7,0.4,0.8,0.1,4.6
"47109",91.5,5.5,0.2,0.2,0,4.8
"47111",95.6,0.2,0.4,0.5,0.2,5.2
"47113",57.9,37.2,0.1,1.1,0,5.6
"47115",93,2.6,0.1,0.5,0,7.2
"47117",89.6,7.6,0.1,0.3,0,3.8
"47119",83.9,11.5,0.2,0.9,0,6.2
"47121",96.1,1.9,0.3,0.2,0,3
"47123",94.2,2.1,0.6,0.4,0,4.4
"47125",70.5,20.1,0.6,2.2,0.4,11.1
"47127",92.8,2.2,1.6,2.4,0,1.9
"47129",92.9,5.8,0.4,0.1,0,1.5
"47131",85.2,10.3,0.3,0.4,0,6
"47133",97.5,0.7,0.1,0.4,0.4,1.8
"47135",92.6,2.7,0.2,2.2,0,4.2
"47137",99.5,0.2,0,0,0,0.6
"47139",96.1,0.3,0.3,0.1,0,5.3
"47141",93.3,2.2,0.3,1.3,0,4.8
"47143",94.4,2.3,0.3,0.5,0,4.5
"47145",93.7,2.3,0.4,0.8,0,4.9
"47147",87.5,7.3,0.3,0.6,0.1,6.7
"47149",76.8,14.8,0.3,3.4,0,8
"47151",97.8,0.6,0.3,0,0,2.5
"47153",97.1,0.2,0.1,0,0,5.1
"47155",94.7,0.9,0.4,0.8,0,5.2
"47157",39.1,53.7,0.2,2.6,0,6
"47159",93.4,2.8,0.5,0.4,0,4.7
"47161",93.6,1,0.2,0.7,0.4,7.3
"47163",94.4,2,0.1,0.6,0.1,5
"47165",87.2,7.3,0.3,1.4,0.1,5.9
"47167",77.7,18.4,0.3,0.8,0,4.8
"47169",84.9,10.2,0.5,0.2,0,7.9
"47171",96.4,0.3,0.1,0.3,0,4.4
"47173",97.6,0.5,0,0.3,0.3,2.4
"47175",96.3,0.3,0,0,0,6.8
"47177",91.4,2.1,0.3,0.7,0.2,7.9
"47179",91.1,4.2,0.4,1.7,0,4.8
"47181",91.4,6.8,0.1,0.8,0,1.3
"47183",88.5,8.4,0.4,0.3,0.1,3.8
"47185",95.9,2.1,0,0.2,0,3.4
"47187",88.8,4.1,0.1,4.2,0,5
"47189",87.8,7.1,0.3,1.7,0,4.8
"48001",73,21,0.5,0.6,0,6.3
"48003",89.3,0.7,0,0.4,0.2,12.9
"48005",79.8,14.8,0.6,1.1,0,5.4
"48007",90.4,1.4,0.2,2,0,9.9
"48009",95.4,1,1.1,0.2,0,4.3
"48011",92.9,0.3,1.1,0,0,9.3
"48013",92.4,0.3,0.2,0.3,0,11.4
"48015",77.8,9,0.2,0.4,0,15.4
"48017",83.8,0.6,1.1,0.8,0,13.6
"48019",90,0.7,1.2,0.3,0,14.5
"48021",68,7.5,0.5,0.9,0,25.9
"48023",92,3.4,0.3,0,1.1,3.8
"48025",86.4,7.4,0.5,0.5,0,8.7
"48027",63.4,24.2,0.6,2.9,0.7,13.6
"48029",79.4,7.7,0.7,2.9,0.1,12.7
"48031",89.4,0,1.7,1.4,0.4,10.7
"48033",97.6,0,0,0,0,4.8
"48035",94.7,1.6,0.6,0.5,0,4.3
"48037",69.2,24.5,0.9,1.1,0,7.1
"48039",72.4,14,0.7,6.7,0,8.4
"48041",76.8,10.7,0.4,6.1,0.1,9
"48043",90.5,0.2,2.4,1.8,0,7.8
"48045",86.2,0.8,0,0,1.5,21.2
"48047",90.3,0.7,1,0,0,9.9
"48049",91.3,3.8,0.5,0.7,0,6.1
"48051",79.9,13.3,0.4,0,0,8.7
"48053",91.4,1.8,0.4,0.9,0,7.3
"48055",80.8,6.1,0.6,1,0.1,12.7
"48057",86,2.8,0.1,5.5,0,9.6
"48059",94.2,0.9,0,0.5,0,7.4
"48061",94.3,0.6,0.2,0.7,0,5
"48063",72.5,16.6,0.5,0.4,0,12.9
"48065",94.1,0.8,1.6,0.4,0,5.2
"48067",77.9,17.3,0.2,0.6,0,6.6
"48069",90.9,2.1,0.2,0.6,0,9.7
"48071",88,7.3,0.2,1.1,0,5.6
"48073",81.3,13.6,0.6,0.5,0.1,5.9
"48075",85.3,8,0,1,0,7.9
"48077",95,0.5,1,1.1,0,4
"48079",88.8,5,0.1,0,0,8.6
"48081",89.9,1,0.7,0,0,9.2
"48083",87.6,1.6,1.1,0.5,0,12.8
"48085",69.2,9.7,0.5,15.1,0.1,8.5
"48087",76.9,9.2,2.1,0,0,14.9
"48089",73.1,12.9,0.3,0,0,15.5
"48091",90.9,2,0.3,1.1,0,8.1
"48093",93.8,1.3,0.7,0.6,0,4.7
"48095",96.7,1.3,0.4,0.4,0,1.6
"48097",91.7,2.8,0.8,0.9,0.1,6.5
"48099",72.8,13.6,0.8,2.1,0.8,18.9
"48101",70,14.5,0.9,0,0,19.5
"48103",53,2.7,0.3,2,0,42.1
"48105",42.9,0.7,0,0,0,57.4
"48107",88.2,3.6,0,0.6,0.2,9
"48109",78.3,0.1,0,0.6,0,23.8
"48111",89.7,0.8,1.2,1.9,0,8.6
"48113",61.3,22.6,0.4,6.3,0,12
"48115",75.2,8.1,1.1,0.2,0,19.4
"48117",89.7,1,0.7,0.6,0.1,11.7
"48119",87.5,8.8,0.1,0.5,0,5.1
"48121",74.3,9.8,0.5,8.7,0.1,10.2
"48123",64.7,9.3,1.2,0,0,25.9
"48125",91.8,2.7,1,0.5,0,4.2
"48127",89.7,0,0,1.4,0,9.4
"48129",89.8,5.7,0.4,0.4,0,5.8
"48131",95,1.3,0,0,0,3.8
"48133",92,3.3,0.4,0.7,0,4.4
"48135",80.5,4.8,0.6,1.2,0,16
"48137",99.7,0,0.1,0,0,0.4
"48139",81.5,10.1,0.8,0.6,0,10.7
"48141",79.7,3.3,0.6,1.2,0.1,17.7
"48143",88.9,1.9,1.6,0.9,0.2,8.4
"48145",72,24.5,0.5,0.5,0,3.5
"48147",87.7,5.7,0.8,0.7,0,8.5
"48149",90.2,6.5,0,0.5,0,3.6
"48151",88.4,2.6,1.2,0.3,0,12.3
"48153",92.6,4.2,0.1,0.2,0,4.7
"48155",82.2,2.3,0.5,0,0,24.7
"48157",51.7,20.5,0.3,20.2,0.1,9.9
"48159",86,4.4,0.3,0,0,13
"48161",80.4,15.2,0.4,0.7,0,4.9
"48163",82.2,3.6,0.1,0.9,0,14.9
"48165",94.6,2.5,0.3,0.5,0,2.4
"48167",78.8,12.6,0.4,3.3,0,7.8
"48169",84.3,5.7,0.3,2,0,9.1
"48171",91,0.1,3.2,0.1,0,8.6
"48173",66.4,0,0,0,0,33.6
"48175",80.9,5.9,0,0.7,0,12.9
"48177",66.5,6.7,0.3,0.4,0,27.8
"48179",85.2,4.5,1.3,0.7,0.2,11
"48181",86.5,5.5,1.1,1.6,0,8.8
"48183",74.6,20,0.2,1.3,0.1,6.4
"48185",77.7,15.2,0.5,0.2,0,9.2
"48187",73.5,8.2,0.3,1.7,0.2,19.2
"48189",85.8,5,0.7,0.3,0,12.8
"48191",78,6.5,1.1,0.3,0,18.2
"48193",95.3,0.8,1.4,0,0,3.8
"48195",91.6,0.3,0.1,0.1,0,8.9
"48197",87.9,5.9,1.1,0,0,7.3
"48199",91.3,5.8,0.3,0.6,0,3.4
"48201",62.5,19,0.4,7,0.1,13.3
"48203",74.7,20.7,0.3,0.8,0,5.5
"48205",84.8,7.5,0.4,1.4,0,9.9
"48207",89.3,4,0.5,0.3,0,8.1
"48209",88.5,4.2,0.4,1.6,0,7.8
"48211",90.9,1,0,0,0,10.5
"48213",89.5,6.7,0.9,0.6,0,3.7
"48215",86.3,0.5,0.2,1,0,13.7
"48217",86,6.6,1.1,0.4,0.2,7.6
"48219",88.4,3.2,0.5,0.4,0.1,9.8
"48221",95.2,0.8,1.1,0.7,0.1,3.3
"48223",84.5,7.1,0.3,0.7,0.1,9.3
"48225",69.7,25.7,0.4,0.4,0,5.7
"48227",83.4,5.6,1.2,0.7,0.1,12.3
"48229",67.4,2,0,0.8,0,32.5
"48231",79.9,7.8,1.1,1.3,0,12
"48233",89.2,1.6,1.6,0.4,0.7,10.6
"48235",76.1,4.1,0,0,0,20.8
"48237",92.9,5,0.3,0.1,0,2.5
